Team,Type,Subtype,Period,Minute,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
Away,SET PIECE,KICK OFF,1,0,0.04,0.0,Player19,,,,,
Away,PASS,,1,0,0.04,0.12,Player19,Player21,-5.3,7.48,5.3,4.76
Away,PASS,,1,0,0.12,0.68,Player21,Player15,5.3,4.76,8.48,19.72
Away,PASS,,1,0,1.8,2.44,Player15,Player19,5.3,21.08,-5.3,12.92
Away,PASS,,1,0,3.08,3.84,Player19,Player21,-5.3,12.24,-1.06,2.04
Away,PASS,,1,0,7.64,8.68,Player21,Player22,-10.6,-15.64,-19.08,-32.64
Away,PASS,,1,0,11.16,12.12,Player22,Player17,-11.66,-31.28,-1.06,-32.64
Away,BALL LOST,INTERCEPTION,1,0,13.84,15.2,Player17,,1.06,-31.96,-24.38,-17.0
Home,RECOVERY,INTERCEPTION,1,0,15.12,15.12,Player2,,-24.38,-19.04,,
Home,BALL LOST,INTERCEPTION,1,0,15.12,18.08,Player2,,-24.38,-19.04,9.54,-9.52
Away,RECOVERY,INTERCEPTION,1,0,18.12,18.12,Player16,,7.42,-11.56,,
Away,BALL LOST,HEAD-INTERCEPTION,1,0,18.12,19.88,Player16,,7.42,-11.56,-18.02,-10.2
Away,CHALLENGE,AERIAL-LOST,1,0,19.88,19.88,Player18,,-12.72,-11.56,,
Home,CHALLENGE,AERIAL-WON,1,0,19.92,19.92,Player2,,-14.84,-11.56,,
Home,RECOVERY,INTERCEPTION,1,0,19.92,19.92,Player2,,-14.84,-11.56,,
Home,PASS,HEAD,1,0,19.92,21.44,Player2,Player9,-14.84,-11.56,3.18,-6.12
Home,PASS,,1,0,21.44,22.24,Player9,Player10,3.18,-6.12,0.0,-10.2
Home,BALL LOST,INTERCEPTION,1,0,22.88,24.64,Player10,,0.0,-10.2,18.02,4.08
Away,RECOVERY,INTERCEPTION,1,0,24.72,24.72,Player16,,14.84,2.72,,
Away,PASS,,1,0,30.52,31.36,Player16,Player19,8.48,15.64,1.06,11.56
Away,PASS,,1,0,31.36,32.16,Player19,Player20,1.06,11.56,7.42,2.04
Away,PASS,,1,0,33.36,35.24,Player20,Player22,3.18,-2.04,-6.36,-28.56
Away,PASS,,1,0,39.04,40.4,Player22,Player17,-14.84,-31.28,-2.12,-24.48
Away,BALL LOST,INTERCEPTION,1,0,44.4,45.36,Player17,,-8.48,-19.72,-20.14,-23.12
Home,RECOVERY,INTERCEPTION,1,0,45.36,45.36,Player5,,-19.08,-26.52,,
Home,PASS,HEAD,1,0,45.36,46.16,Player5,Player6,-19.08,-26.52,-20.14,-19.04
Home,PASS,,1,0,46.16,47.08,Player6,Player10,-20.14,-19.04,-9.54,-16.32
Home,PASS,,1,0,49.04,50.64,Player10,Player8,-4.24,-12.24,6.36,10.88
Home,BALL LOST,INTERCEPTION,1,0,54.8,55.0,Player8,,38.16,16.32,40.28,14.96
Away,RECOVERY,INTERCEPTION,1,0,54.96,54.96,Player15,,39.22,14.28,,
Away,BALL OUT,,1,0,54.96,57.0,Player15,,39.22,14.28,58.3,22.44
Home,SET PIECE,CORNER KICK,1,1,85.72,85.72,Player6,,,,,
Home,PASS,,1,1,85.72,87.36,Player6,Player10,53.0,33.32,42.4,27.88
Home,PASS,CROSS,1,1,90.52,91.56,Player10,Player9,41.34,24.48,44.52,2.04
Home,SHOT,HEAD-ON TARGET-GOAL,1,1,91.56,92.36,Player9,,44.52,2.04,54.06,-3.4
Away,SET PIECE,KICK OFF,1,2,147.0,147.0,Player19,,,,,
Away,PASS,,1,2,147.0,148.12,Player19,Player21,-1.06,-0.0,8.48,-1.36
Away,PASS,,1,2,151.2,152.2,Player21,Player20,7.42,-2.04,8.48,-15.64
Away,PASS,,1,2,153.16,154.16,Player20,Player22,7.42,-17.68,2.12,-32.64
Away,PASS,,1,2,155.28,156.28,Player22,Player17,5.3,-30.6,20.14,-25.16
Away,PASS,,1,2,157.2,159.76,Player17,Player25,22.26,-24.48,45.58,-3.4
Away,BALL OUT,,1,2,163.72,166.56,Player25,,45.58,-4.08,-1.06,-36.72
Home,SET PIECE,THROW IN,1,2,175.44,175.44,Player1,,,,,
Home,PASS,,1,2,175.44,177.8,Player1,Player10,-1.06,-34.68,5.3,-23.12
Home,BALL LOST,,1,2,177.8,178.12,Player10,,5.3,-23.12,7.42,-19.04
Away,RECOVERY,,1,2,178.08,178.08,Player19,,6.36,-21.76,,
Away,BALL LOST,INTERCEPTION,1,2,179.56,180.72,Player19,,4.24,-25.16,-2.12,-23.8
Home,RECOVERY,INTERCEPTION,1,3,180.64,180.64,Player1,,0.0,-25.16,,
Home,BALL LOST,INTERCEPTION,1,3,184.8,187.16,Player1,,-13.78,-31.96,15.9,-28.56
Away,RECOVERY,INTERCEPTION,1,3,187.16,187.16,Player17,,12.72,-28.56,,
Away,BALL LOST,INTERCEPTION,1,3,188.36,189.96,Player17,,10.6,-30.6,-14.84,-19.04
Home,RECOVERY,INTERCEPTION,1,3,190.04,190.04,Player7,,-11.66,-19.04,,
Home,BALL OUT,,1,3,190.04,193.44,Player7,,-11.66,-19.04,18.02,-36.04
Away,SET PIECE,THROW IN,1,3,202.28,202.28,Player22,,,,,
Away,PASS,,1,3,202.28,203.24,Player22,Player19,8.48,-34.68,7.42,-26.52
Away,BALL LOST,INTERCEPTION,1,3,203.24,206.0,Player19,,7.42,-26.52,-26.5,-23.12
Home,RECOVERY,INTERCEPTION,1,3,205.96,205.96,Player2,,-27.56,-21.76,,
Home,PASS,,1,3,205.96,208.08,Player2,Player1,-27.56,-21.76,-19.08,-26.52
Home,BALL LOST,INTERCEPTION,1,3,208.08,209.12,Player1,,-19.08,-26.52,-18.02,-23.12
Home,CHALLENGE,GROUND-LOST,1,3,209.12,209.12,Player6,,-14.84,-21.76,,
Away,CHALLENGE,GROUND-WON,1,3,209.12,209.12,Player19,,-14.84,-22.44,,
Away,RECOVERY,INTERCEPTION,1,3,209.12,209.12,Player19,,-14.84,-22.44,,
Away,BALL LOST,,1,3,209.12,210.52,Player19,,-14.84,-22.44,-23.32,-22.44
Home,RECOVERY,INTERCEPTION,1,3,210.52,210.52,Player1,,-22.26,-23.8,,
Home,BALL LOST,INTERCEPTION,1,3,212.64,215.36,Player1,,-25.44,-31.28,14.84,-25.84
Away,RECOVERY,INTERCEPTION,1,3,215.4,215.4,Player17,,9.54,-26.52,,
Away,PASS,HEAD,1,3,215.4,216.48,Player17,Player20,9.54,-26.52,4.24,-23.8
Away,PASS,,1,3,217.24,218.84,Player20,Player18,5.3,-22.44,-5.3,-0.0
Away,BALL LOST,,1,3,220.28,220.68,Player18,,-12.72,2.04,-23.32,6.12
Home,RECOVERY,,1,3,220.8,220.8,Player4,,-21.2,4.76,,
Home,BALL LOST,INTERCEPTION,1,3,220.8,222.0,Player4,,-21.2,4.76,-23.32,-1.36
Away,RECOVERY,INTERCEPTION,1,3,221.96,221.96,Player18,,-22.26,0.68,,
Home,CHALLENGE,TACKLE-WON,1,3,225.08,225.08,Player1,,-38.16,-6.8,,
Home,RECOVERY,THEFT,1,3,225.08,225.08,Player1,,-38.16,-6.8,,
Home,PASS,,1,3,225.08,226.52,Player1,Player2,-38.16,-6.8,-33.92,-2.04
Away,CHALLENGE,TACKLE-LOST,1,3,225.12,225.12,Player18,,-37.1,-4.08,,
Away,BALL LOST,THEFT,1,3,225.12,225.12,Player18,,-37.1,-4.08,,
Home,PASS,,1,3,226.52,227.4,Player2,Player8,-33.92,-2.04,-27.56,6.8
Home,PASS,,1,3,230.44,232.36,Player8,Player10,-11.66,14.28,10.6,27.88
Home,SHOT,OFF TARGET-OUT,1,3,236.92,238.12,Player10,,36.04,15.64,57.24,-6.8
Away,RECOVERY,,1,4,267.4,267.4,Player25,,47.7,3.4,,
Away,PASS,GOAL KICK,1,4,267.4,271.16,Player25,Player18,47.7,3.4,3.18,31.28
Away,BALL LOST,HEAD,1,4,271.16,273.76,Player18,,3.18,31.28,7.42,12.92
Home,RECOVERY,,1,4,273.76,273.76,Player6,,4.24,13.6,,
Away,CHALLENGE,GROUND-WON,1,4,274.52,274.52,Player21,,3.18,14.28,,
Away,RECOVERY,INTERCEPTION,1,4,274.52,274.52,Player21,,3.18,14.28,,
Away,PASS,,1,4,274.52,275.44,Player21,Player20,3.18,14.28,4.24,8.84
Home,BALL LOST,INTERCEPTION,1,4,274.56,275.4,Player6,,4.24,13.6,5.3,8.84
Away,PASS,,1,4,276.2,277.84,Player20,Player22,2.12,6.12,-4.24,-19.04
Away,BALL LOST,CROSS-INTERCEPTION,1,4,279.48,281.72,Player22,,-12.72,-23.12,-44.52,6.8
Home,CHALLENGE,GROUND-WON,1,4,281.64,281.64,Player3,,-42.4,5.44,,
Home,RECOVERY,INTERCEPTION,1,4,281.64,281.64,Player3,,-42.4,5.44,,
Home,PASS,,1,4,281.64,285.92,Player3,Player4,-42.4,5.44,-49.82,31.96
Away,CHALLENGE,GROUND-LOST,1,4,281.72,281.72,Player24,,-42.4,7.48,,
Home,BALL LOST,,1,4,287.96,288.16,Player4,,-42.4,33.32,-38.16,32.64
Away,RECOVERY,,1,4,288.12,288.12,Player18,,-39.22,33.32,,
Away,PASS,,1,4,288.12,290.64,Player18,Player21,-39.22,33.32,-31.8,26.52
Away,PASS,,1,4,290.64,291.6,Player21,Player18,-31.8,26.52,-33.92,31.28
Away,PASS,,1,4,293.36,295.48,Player18,Player15,-27.56,32.64,-12.72,28.56
Away,PASS,,1,4,296.16,297.08,Player15,Player23,-12.72,28.56,-26.5,19.72
Away,BALL LOST,,1,4,298.6,298.8,Player23,,-28.62,16.32,-30.74,16.32
Home,RECOVERY,,1,4,298.88,298.88,Player3,,-31.8,14.28,,
Home,BALL LOST,,1,4,298.88,300.72,Player3,,-31.8,14.28,-25.44,16.32
Away,RECOVERY,,1,5,300.76,300.76,Player19,,-25.44,14.28,,
Away,PASS,,1,5,300.76,302.24,Player19,Player18,-25.44,14.28,-22.26,29.24
Away,PASS,,1,5,304.12,305.28,Player18,Player19,-22.26,29.24,-21.2,17.68
Away,CHALLENGE,TACKLE-LOST,1,5,307.92,307.92,Player19,,-27.56,19.04,,
Away,BALL LOST,THEFT,1,5,307.92,307.92,Player19,,-27.56,19.04,,
Home,CHALLENGE,TACKLE-LOST,1,5,307.96,307.96,Player8,,-29.68,22.44,,
Away,RECOVERY,,1,5,308.96,308.96,Player21,,-32.86,15.64,,
Away,SHOT,OFF TARGET-OUT,1,5,310.12,311.56,Player21,,-31.8,13.6,-57.24,-10.2
Home,RECOVERY,,1,5,339.28,339.28,Player11,,-48.76,-1.36,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,5,339.28,343.04,Player11,,-48.76,-1.36,14.84,8.16
Away,CHALLENGE,AERIAL-WON,1,5,343.04,343.04,Player15,,12.72,9.52,,
Away,RECOVERY,INTERCEPTION,1,5,343.04,343.04,Player15,,12.72,9.52,,
Away,BALL LOST,HEAD,1,5,343.04,343.2,Player15,,12.72,9.52,13.78,9.52
Home,RECOVERY,,1,5,343.24,343.24,Player10,,10.6,8.84,,
Home,BALL LOST,HEAD,1,5,343.24,346.08,Player10,,10.6,8.84,19.08,10.2
Away,RECOVERY,,1,5,346.0,346.0,Player15,,16.96,10.2,,
Away,PASS,HEAD,1,5,346.0,347.44,Player15,Player16,16.96,10.2,26.5,8.16
Away,BALL LOST,,1,5,347.44,349.4,Player16,,26.5,8.16,14.84,14.96
Home,RECOVERY,,1,5,349.36,349.36,Player8,,14.84,18.36,,
Home,BALL OUT,,1,5,350.12,353.72,Player8,,15.9,19.72,25.44,36.72
Away,SET PIECE,THROW IN,1,5,354.72,354.72,Player18,,,,,
Away,PASS,,1,5,354.72,355.68,Player18,Player19,28.62,34.68,23.32,27.2
Away,BALL LOST,INTERCEPTION,1,5,357.48,362.72,Player19,,22.26,26.52,-44.52,22.44
Home,RECOVERY,INTERCEPTION,1,6,362.76,362.76,Player3,,-43.46,24.48,,
Home,BALL OUT,,1,6,363.92,365.08,Player3,,-50.88,27.2,-47.7,36.72
Away,SET PIECE,THROW IN,1,6,368.6,368.6,Player23,,,,,
Away,PASS,,1,6,368.6,370.2,Player23,Player18,-46.64,34.0,-29.68,29.92
Away,PASS,,1,6,372.24,373.48,Player18,Player19,-33.92,26.52,-27.56,13.6
Away,BALL LOST,INTERCEPTION,1,6,373.48,374.24,Player19,,-27.56,13.6,-27.56,7.48
Home,RECOVERY,INTERCEPTION,1,6,374.16,374.16,Player6,,-29.68,9.52,,
Home,PASS,,1,6,375.6,377.68,Player6,Player10,-22.26,8.16,5.3,25.16
Home,PASS,DEEP BALL,1,6,383.96,385.12,Player10,Player8,39.22,14.28,48.76,8.84
Home,SHOT,ON TARGET-SAVED,1,6,385.12,385.28,Player8,,48.76,8.84,50.88,2.72
Away,RECOVERY,SAVED,1,6,385.36,385.36,Player25,,49.82,4.08,,
Away,BALL OUT,,1,6,385.36,386.52,Player25,,49.82,4.08,56.18,11.56
Home,SET PIECE,CORNER KICK,1,6,415.48,415.48,Player6,,,,,
Home,PASS,,1,6,415.48,416.72,Player6,Player10,51.94,33.32,46.64,27.88
Home,PASS,,1,6,418.12,419.08,Player10,Player6,46.64,27.88,39.22,27.2
Home,PASS,,1,6,419.72,421.08,Player6,Player5,38.16,26.52,29.68,9.52
Home,PASS,,1,7,422.04,423.96,Player5,Player7,30.74,9.52,25.44,-9.52
Home,BALL LOST,INTERCEPTION,1,7,424.52,426.04,Player7,,26.5,-10.2,44.52,2.72
Away,RECOVERY,INTERCEPTION,1,7,426.12,426.12,Player15,,43.46,2.04,,
Away,BALL LOST,HEAD-INTERCEPTION,1,7,426.12,428.36,Player15,,43.46,2.04,34.98,-1.36
Home,CHALLENGE,AERIAL-WON,1,7,428.32,428.32,Player8,,34.98,-0.68,,
Home,RECOVERY,INTERCEPTION,1,7,428.32,428.32,Player8,,34.98,-0.68,,
Home,PASS,HEAD,1,7,428.32,429.68,Player8,Player3,34.98,-0.68,34.98,-2.72
Away,CHALLENGE,AERIAL-LOST,1,7,428.36,428.36,Player22,,36.04,-0.68,,
Home,BALL LOST,HEAD-INTERCEPTION,1,7,429.68,430.44,Player3,,34.98,-2.72,39.22,3.4
Away,RECOVERY,INTERCEPTION,1,7,430.44,430.44,Player15,,38.16,2.04,,
Away,BALL LOST,HEAD-FORCED,1,7,430.44,432.04,Player15,,38.16,2.04,29.68,-10.2
Home,CHALLENGE,AERIAL-FAULT-LOST,1,7,432.04,432.04,Player2,,27.56,-10.2,,
Away,CHALLENGE,AERIAL-FAULT-WON,1,7,432.04,432.04,Player21,,27.56,-10.2,,
Away,SET PIECE,FREE KICK,1,7,463.44,463.44,Player25,,,,,
Away,PASS,,1,7,463.44,464.76,Player25,Player17,29.68,-3.4,21.2,-19.72
Away,PASS,,1,7,466.96,468.04,Player17,Player22,15.9,-22.44,7.42,-31.96
Away,PASS,,1,7,469.08,470.52,Player22,Player20,8.48,-29.92,4.24,-15.64
Away,PASS,,1,7,471.52,472.48,Player20,Player19,3.18,-14.28,0.0,-1.36
Away,PASS,,1,7,473.24,474.44,Player19,Player24,0.0,-3.4,-11.66,6.8
Away,PASS,,1,7,475.28,476.72,Player24,Player18,-11.66,6.12,-19.08,27.2
Away,BALL LOST,CROSS-INTERCEPTION,1,7,479.48,481.28,Player18,,-29.68,25.84,-49.82,-7.48
Home,RECOVERY,INTERCEPTION,1,8,481.32,481.32,Player1,,-48.76,-8.16,,
Home,BALL OUT,HEAD-CLEARANCE,1,8,481.32,481.88,Player1,,-48.76,-8.16,-58.3,-14.28
Away,SET PIECE,CORNER KICK,1,8,505.44,505.44,Player21,,,,,
Away,BALL OUT,,1,8,505.44,508.08,Player21,,-51.94,-30.6,-56.18,10.88
Home,RECOVERY,,1,9,541.72,541.72,Player11,,-48.76,4.08,,
Home,PASS,GOAL KICK,1,9,541.72,545.0,Player11,Player5,-48.76,4.08,0.0,-24.48
Home,PASS,,1,9,545.0,545.64,Player5,Player1,0.0,-24.48,-8.48,-23.12
Home,BALL LOST,INTERCEPTION,1,9,546.88,548.04,Player1,,-9.54,-23.8,13.78,-24.48
Away,RECOVERY,INTERCEPTION,1,9,548.04,548.04,Player17,,7.42,-24.48,,
Away,BALL LOST,,1,9,548.04,549.44,Player17,,7.42,-24.48,-2.12,-21.76
Home,RECOVERY,,1,9,549.56,549.56,Player6,,-2.12,-19.72,,
Home,BALL LOST,INTERCEPTION,1,9,549.56,550.64,Player6,,-2.12,-19.72,19.08,-2.04
Away,RECOVERY,INTERCEPTION,1,9,550.64,550.64,Player15,,14.84,-3.4,,
Away,BALL LOST,,1,9,550.64,552.56,Player15,,14.84,-3.4,27.56,-1.36
Home,RECOVERY,,1,9,552.56,552.56,Player9,,24.38,-4.08,,
Home,CHALLENGE,TACKLE-LOST,1,9,553.72,553.72,Player9,,31.8,-1.36,,
Home,BALL LOST,THEFT,1,9,553.72,553.72,Player9,,31.8,-1.36,,
Away,CHALLENGE,TACKLE-WON,1,9,553.76,553.76,Player16,,32.86,-2.04,,
Away,RECOVERY,THEFT,1,9,553.76,553.76,Player16,,32.86,-2.04,,
Away,BALL OUT,CLEARANCE,1,9,555.44,559.48,Player16,,41.34,1.36,48.76,36.72
Home,SET PIECE,THROW IN,1,9,582.96,582.96,Player4,,,,,
Home,PASS,,1,9,582.96,584.28,Player4,Player9,38.16,35.36,48.76,27.2
Home,PASS,,1,9,584.28,585.48,Player9,Player4,48.76,27.2,34.98,33.32
Home,PASS,,1,9,585.48,586.64,Player4,Player8,34.98,33.32,44.52,19.72
Home,BALL LOST,INTERCEPTION,1,9,589.2,589.64,Player8,,49.82,14.96,44.52,6.8
Away,RECOVERY,INTERCEPTION,1,9,589.64,589.64,Player21,,45.58,7.48,,
Away,PASS,,1,9,590.88,591.72,Player21,Player19,43.46,10.2,34.98,12.92
Away,PASS,,1,9,591.72,592.6,Player19,Player16,34.98,12.92,44.52,8.84
Away,PASS,,1,9,593.36,594.8,Player16,Player21,43.46,10.2,31.8,25.84
Away,PASS,,1,9,594.8,595.6,Player21,Player18,31.8,25.84,34.98,25.16
Away,PASS,,1,9,595.6,596.96,Player18,Player24,34.98,25.16,9.54,25.84
Away,BALL LOST,,1,9,598.68,601.84,Player24,,8.48,31.28,-20.14,29.92
Home,RECOVERY,,1,10,601.72,601.72,Player2,,-18.02,25.16,,
Home,PASS,,1,10,601.72,604.36,Player2,Player11,-18.02,25.16,-36.04,4.76
Home,BALL LOST,INTERCEPTION,1,10,606.08,608.96,Player11,,-36.04,-1.36,7.42,-25.16
Away,CHALLENGE,AERIAL-WON,1,10,608.88,608.88,Player17,,4.24,-23.12,,
Away,RECOVERY,INTERCEPTION,1,10,608.88,608.88,Player17,,4.24,-23.12,,
Away,BALL LOST,HEAD,1,10,608.88,610.8,Player17,,4.24,-23.12,-11.66,-27.88
Home,CHALLENGE,AERIAL-LOST,1,10,608.96,608.96,Player5,,3.18,-23.12,,
Home,RECOVERY,,1,10,610.76,610.76,Player1,,-9.54,-27.88,,
Home,PASS,,1,10,611.92,613.44,Player1,Player5,-6.36,-32.64,2.12,-29.92
Away,RECOVERY,INTERCEPTION,1,10,612.0,612.0,Player22,,-4.24,-32.64,,
Away,BALL LOST,,1,10,612.0,613.44,Player22,,-4.24,-32.64,7.42,-27.88
Home,PASS,,1,10,614.52,615.16,Player5,Player9,6.36,-31.28,10.6,-25.84
Home,PASS,,1,10,616.76,617.2,Player9,Player5,14.84,-25.84,21.2,-25.84
Home,BALL LOST,,1,10,617.2,618.56,Player5,,21.2,-25.84,32.86,-14.28
Away,RECOVERY,,1,10,618.48,618.48,Player16,,30.74,-14.28,,
Away,PASS,,1,10,618.92,620.84,Player16,Player25,31.8,-14.28,46.64,-7.48
Away,BALL LOST,,1,10,620.84,625.84,Player25,,46.64,-7.48,-6.36,10.88
Home,RECOVERY,INTERCEPTION,1,10,625.84,625.84,Player4,,-4.24,10.88,,
Home,PASS,HEAD,1,10,625.84,627.6,Player4,Player3,-4.24,10.88,-11.66,2.72
Home,CHALLENGE,GROUND-FAULT-WON,1,10,627.6,627.6,Player3,,-11.66,2.72,,
Home,FAULT RECEIVED,,1,10,627.6,627.6,Player3,,-11.66,2.72,,
Away,CHALLENGE,GROUND-FAULT-LOST,1,10,627.6,627.6,Player24,,-10.6,2.72,,
Home,SET PIECE,FREE KICK,1,10,636.68,636.68,Player3,,,,,
Home,PASS,,1,10,636.68,638.92,Player3,Player1,-16.96,4.08,-7.42,-27.88
Home,PASS,,1,10,641.8,642.64,Player1,Player6,2.12,-27.88,4.24,-15.64
Home,PASS,,1,10,642.64,643.76,Player6,Player1,4.24,-15.64,3.18,-27.2
Home,PASS,,1,10,643.76,645.36,Player1,Player2,3.18,-27.2,-15.9,-20.4
Home,PASS,,1,10,646.48,647.72,Player2,Player3,-15.9,-19.72,-21.2,-2.04
Home,PASS,,1,10,648.92,650.08,Player3,Player6,-22.26,-4.76,-3.18,-11.56
Home,PASS,,1,10,650.08,652.12,Player6,Player4,-3.18,-11.56,-9.54,19.04
Home,PASS,,1,10,653.28,654.36,Player4,Player10,-6.36,19.04,3.18,15.64
Home,PASS,,1,10,655.32,656.96,Player10,Player8,6.36,17.68,20.14,31.96
Home,BALL LOST,,1,10,658.6,658.8,Player8,,28.62,29.24,29.68,24.48
Away,RECOVERY,INTERCEPTION,1,10,658.84,658.84,Player15,,31.8,25.16,,
Away,BALL OUT,,1,10,658.84,661.72,Player15,,31.8,25.16,56.18,20.4
Home,SET PIECE,CORNER KICK,1,11,691.04,691.04,Player6,,,,,
Home,BALL LOST,INTERCEPTION,1,11,691.04,692.72,Player6,,54.06,33.32,45.58,-2.04
Away,RECOVERY,INTERCEPTION,1,11,692.64,692.64,Player19,,46.64,-0.68,,
Away,BALL OUT,HEAD,1,11,692.64,694.08,Player19,,46.64,-0.68,57.24,-11.56
Home,SET PIECE,CORNER KICK,1,12,728.12,728.12,Player6,,,,,
Home,PASS,,1,12,728.12,730.08,Player6,Player3,46.64,-33.32,41.34,2.72
Home,CHALLENGE,AERIAL-WON,1,12,730.08,730.08,Player3,,41.34,2.72,,
Home,PASS,HEAD,1,12,730.08,730.8,Player3,Player8,41.34,2.72,46.64,-3.4
Away,CHALLENGE,AERIAL-LOST,1,12,730.08,730.08,Player17,,41.34,2.04,,
Home,SHOT,HEAD-OFF TARGET-OUT,1,12,730.8,732.04,Player8,,46.64,-3.4,56.18,-7.48
Away,RECOVERY,,1,12,742.32,742.32,Player25,,48.76,-6.8,,
Away,PASS,GOAL KICK,1,12,742.32,744.24,Player25,Player17,48.76,-6.8,36.04,-28.56
Away,PASS,,1,12,749.0,750.16,Player17,Player22,18.02,-24.48,10.6,-33.32
Away,PASS,,1,12,751.72,752.56,Player22,Player17,11.66,-31.28,22.26,-27.88
Away,PASS,,1,12,755.12,757.24,Player17,Player25,25.44,-31.28,48.76,-16.32
Away,BALL LOST,INTERCEPTION,1,12,757.24,760.72,Player25,,48.76,-16.32,1.06,-19.72
Home,RECOVERY,INTERCEPTION,1,12,760.72,760.72,Player2,,0.0,-20.4,,
Home,BALL LOST,HEAD,1,12,760.72,764.56,Player2,,0.0,-20.4,20.14,-1.36
Away,RECOVERY,,1,12,764.64,764.64,Player19,,20.14,0.68,,
Away,PASS,,1,12,768.56,770.08,Player19,Player18,4.24,13.6,-5.3,32.64
Away,PASS,,1,12,770.76,771.76,Player18,Player19,-5.3,31.96,-2.12,21.76
Away,PASS,,1,12,773.92,775.2,Player19,Player20,-2.12,18.36,-6.36,1.36
Away,PASS,,1,12,775.2,776.48,Player20,Player23,-6.36,1.36,-16.96,10.88
Away,PASS,DEEP BALL,1,12,776.48,778.8,Player23,Player24,-16.96,10.88,-39.22,8.84
Away,SHOT,ON TARGET-SAVED,1,12,778.8,779.32,Player24,,-39.22,8.84,-50.88,1.36
Home,RECOVERY,SAVED,1,12,779.28,779.28,Player11,,-49.82,2.04,,
Home,PASS,,1,12,779.28,781.16,Player11,Player3,-49.82,2.04,-44.52,6.12
Home,PASS,,1,13,781.16,782.84,Player3,Player8,-44.52,6.12,-29.68,17.0
Home,BALL LOST,HEAD,1,13,782.84,784.68,Player8,,-29.68,17.0,-16.96,19.04
Away,RECOVERY,INTERCEPTION,1,13,784.64,784.64,Player20,,-13.78,16.32,,
Away,BALL OUT,HEAD,1,13,784.64,788.36,Player20,,-13.78,16.32,-9.54,36.72
Home,SET PIECE,THROW IN,1,13,805.84,805.84,Player4,,,,,
Home,BALL LOST,INTERCEPTION,1,13,805.84,807.32,Player4,,-11.66,34.0,1.06,23.12
Away,CHALLENGE,AERIAL-WON,1,13,807.28,807.28,Player15,,1.06,25.84,,
Away,RECOVERY,INTERCEPTION,1,13,807.28,807.28,Player15,,1.06,25.84,,
Away,PASS,HEAD,1,13,807.28,808.64,Player15,Player21,1.06,25.84,-6.36,17.0
Home,CHALLENGE,AERIAL-LOST,1,13,807.32,807.32,Player8,,0.0,27.2,,
Away,PASS,,1,13,811.72,813.0,Player21,Player19,-9.54,23.8,-14.84,32.64
Away,BALL LOST,,1,13,813.8,814.52,Player19,,-19.08,31.96,-26.5,28.56
Home,RECOVERY,INTERCEPTION,1,13,814.48,814.48,Player7,,-23.32,24.48,,
Home,PASS,,1,13,814.48,815.2,Player7,Player4,-23.32,24.48,-29.68,27.2
Home,PASS,,1,13,818.84,821.12,Player4,Player9,-23.32,31.96,-7.42,-0.68
Home,PASS,,1,13,822.08,824.88,Player9,Player1,-10.6,-2.04,-14.84,-27.88
Home,BALL LOST,INTERCEPTION,1,13,824.88,826.84,Player1,,-14.84,-27.88,2.12,-23.8
Away,RECOVERY,INTERCEPTION,1,13,826.64,826.64,Player17,,-1.06,-27.2,,
Away,PASS,,1,13,826.64,828.64,Player17,Player22,-1.06,-27.2,14.84,-25.16
Away,PASS,,1,13,833.36,834.0,Player22,Player20,9.54,-21.76,11.66,-15.64
Away,PASS,,1,13,836.16,838.4,Player20,Player15,11.66,-12.24,12.72,14.28
Away,PASS,,1,14,842.52,843.44,Player15,Player21,0.0,18.36,-6.36,19.72
Away,PASS,,1,14,845.12,846.48,Player21,Player23,-3.18,18.36,-15.9,19.04
Away,PASS,,1,14,851.76,852.72,Player23,Player21,-12.72,17.0,-8.48,20.4
Away,PASS,,1,14,854.48,855.44,Player21,Player20,-8.48,17.68,-13.78,8.16
Away,PASS,,1,14,856.52,857.48,Player20,Player19,-15.9,9.52,-19.08,2.04
Away,BALL LOST,INTERCEPTION,1,14,857.48,858.92,Player19,,-19.08,2.04,-18.02,26.52
Home,RECOVERY,INTERCEPTION,1,14,858.84,858.84,Player8,,-16.96,19.72,,
Home,BALL LOST,HEAD,1,14,858.84,860.6,Player8,,-16.96,19.72,-12.72,6.12
Away,RECOVERY,,1,14,860.6,860.6,Player19,,-11.66,2.72,,
Away,PASS,,1,14,860.6,861.96,Player19,Player16,-11.66,2.72,3.18,4.76
Away,PASS,,1,14,863.2,865.32,Player16,Player17,3.18,2.04,-2.12,-19.04
Away,PASS,,1,14,868.64,869.84,Player17,Player16,-4.24,-18.36,8.48,-8.16
Away,PASS,,1,14,872.44,874.8,Player16,Player22,6.36,-6.8,-23.32,-31.96
Away,BALL OUT,,1,14,875.44,879.32,Player22,,-26.5,-31.96,-57.24,-15.64
Home,RECOVERY,,1,15,903.12,903.12,Player11,,-48.76,-0.68,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,15,903.12,906.44,Player11,,-48.76,-0.68,10.6,-25.16
Away,CHALLENGE,AERIAL-WON,1,15,906.4,906.4,Player22,,5.3,-27.88,,
Away,RECOVERY,INTERCEPTION,1,15,906.4,906.4,Player22,,5.3,-27.88,,
