Team,Type,Subtype,Period,Minute,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
Home,BALL LOST,,1,45,2755.2,2757.8,Player2,,-23.32,-29.92,23.32,-23.8
Away,CHALLENGE,GROUND,1,45,2756.8,2756.8,Player16,,12.72,-21.76,,
Home,CHALLENGE,GROUND-LOST,1,45,2757.8,2757.8,Player9,,18.02,-23.8,,
Away,RECOVERY,INTERCEPTION,1,45,2757.84,2757.84,Player16,,16.96,-23.12,,
Away,PASS,,1,46,2760.28,2760.88,Player16,Player20,18.02,-25.84,9.54,-14.96
Away,BALL LOST,,1,46,2761.2,2762.8,Player20,,9.54,-14.96,2.12,-17.0
Home,RECOVERY,,1,46,2762.84,2762.84,Player12,,1.06,-17.68,,
Home,PASS,,1,46,2762.84,2764.76,Player12,Player10,1.06,-17.68,8.48,4.08
Home,PASS,,1,46,2769.0,2770.4,Player10,Player8,30.74,10.2,43.46,21.08
Home,BALL LOST,CROSS-INTERCEPTION,1,46,2770.4,2770.72,Player8,,43.46,21.08,44.52,10.88
Away,RECOVERY,INTERCEPTION,1,46,2770.76,2770.76,Player17,,45.58,11.56,,
Away,PASS,,1,46,2770.76,2771.52,Player17,Player25,45.58,11.56,50.88,2.04
Away,PASS,,1,46,2774.28,2775.88,Player25,Player19,42.4,-1.36,33.92,-11.56
Away,PASS,,1,46,2779.8,2781.52,Player19,Player24,19.08,-10.88,1.06,16.32
Away,PASS,,1,46,2782.52,2783.52,Player24,Player15,3.18,17.68,14.84,10.2
Away,PASS,,1,46,2785.56,2786.44,Player15,Player21,9.54,5.44,10.6,-12.92
Away,PASS,,1,46,2787.48,2789.16,Player21,Player18,8.48,-14.96,-8.48,-32.64
Away,BALL OUT,CROSS,1,46,2795.92,2797.92,Player18,,-44.52,-21.76,-55.12,17.0
Home,RECOVERY,,1,46,2818.4,2818.4,Player11,,-48.76,2.04,,
Home,PASS,GOAL KICK,1,46,2818.4,2820.48,Player11,Player7,-48.76,2.04,-37.1,-25.84
Home,BALL LOST,END HALF,1,47,2823.12,2823.12,Player7,,-34.98,-27.88,,
Home,SET PIECE,KICK OFF,2,48,2885.4,2885.4,Player9,,,,,
Home,PASS,,2,48,2885.4,2886.4,Player9,Player6,-1.06,-0.0,11.66,-1.36
Home,BALL LOST,INTERCEPTION,2,48,2887.56,2889.48,Player6,,11.66,-0.0,-12.72,21.08
Away,RECOVERY,INTERCEPTION,2,48,2889.48,2889.48,Player20,,-12.72,21.08,,
Away,PASS,,2,48,2891.16,2892.28,Player20,Player18,-7.42,17.0,-1.06,11.56
Away,PASS,,2,48,2892.6,2894.32,Player18,Player22,0.0,12.24,12.72,31.96
Away,PASS,,2,48,2894.32,2895.36,Player22,Player23,12.72,31.96,18.02,20.4
Away,BALL LOST,INTERCEPTION,2,48,2896.6,2897.0,Player23,,16.96,19.72,16.96,12.24
Away,RECOVERY,,2,48,2897.72,2897.72,Player23,,18.02,19.04,,
Away,PASS,,2,48,2898.6,2899.32,Player23,Player22,18.02,21.08,26.5,32.64
Away,BALL LOST,INTERCEPTION,2,48,2901.64,2902.84,Player22,,21.2,29.92,28.62,18.36
Home,RECOVERY,INTERCEPTION,2,48,2902.8,2902.8,Player2,,30.74,22.44,,
Home,BALL LOST,,2,48,2904.08,2907.8,Player2,,25.44,21.76,-15.9,24.48
Away,RECOVERY,,2,48,2907.92,2907.92,Player16,,-19.08,22.44,,
Away,CHALLENGE,TACKLE-WON,2,48,2909.2,2909.2,Player16,,-23.32,25.84,,
Home,CHALLENGE,TACKLE-LOST,2,48,2909.36,2909.36,Player9,,-23.32,25.84,,
Away,PASS,,2,48,2912.8,2914.52,Player16,Player21,-21.2,20.4,-16.96,11.56
Away,PASS,,2,48,2915.8,2917.92,Player21,Player15,-16.96,8.16,-18.02,-20.4
Away,PASS,,2,48,2921.6,2922.72,Player15,Player17,1.06,-22.44,14.84,-34.68
Away,PASS,,2,48,2925.4,2926.6,Player17,Player21,15.9,-31.28,10.6,-17.0
Away,PASS,,2,48,2928.16,2929.36,Player21,Player18,10.6,-12.92,11.66,3.4
Away,PASS,,2,48,2932.48,2934.56,Player18,Player22,19.08,8.84,30.74,31.28
Away,BALL LOST,CROSS-INTERCEPTION,2,48,2936.04,2936.56,Player22,,36.04,32.64,39.22,25.84
Home,RECOVERY,INTERCEPTION,2,48,2936.36,2936.36,Player7,,39.22,28.56,,
Home,BALL OUT,,2,48,2936.36,2937.36,Player7,,39.22,28.56,44.52,36.04
Away,SET PIECE,THROW IN,2,49,2946.8,2946.8,Player22,,,,,
Away,PASS,,2,49,2946.8,2949.72,Player22,Player20,38.16,34.68,16.96,25.16
Away,PASS,,2,49,2950.8,2951.8,Player20,Player21,14.84,23.12,20.14,28.56
Away,BALL LOST,,2,49,2954.52,2955.68,Player21,,24.38,21.08,40.28,15.64
Home,RECOVERY,INTERCEPTION,2,49,2955.76,2955.76,Player2,,38.16,14.96,,
Home,BALL OUT,,2,49,2955.76,2958.44,Player2,,38.16,14.96,28.62,35.36
Away,SET PIECE,THROW IN,2,49,2965.2,2965.2,Player22,,,,,
Away,PASS,,2,49,2965.2,2966.72,Player22,Player20,22.26,34.68,4.24,29.24
Away,PASS,,2,49,2967.96,2969.16,Player20,Player16,2.12,27.2,-6.36,10.88
Away,PASS,,2,49,2970.36,2972.36,Player16,Player20,-7.42,10.2,-4.24,23.8
Away,PASS,,2,49,2974.92,2975.8,Player20,Player21,-1.06,23.12,1.06,14.28
Away,PASS,,2,49,2981.2,2981.8,Player21,Player22,11.66,25.84,12.72,32.64
Away,PASS,,2,49,2982.92,2984.12,Player22,Player20,10.6,32.64,-3.18,24.48
Away,PASS,,2,49,2985.52,2986.96,Player20,Player18,-7.42,21.76,1.06,10.88
Away,PASS,,2,49,2986.96,2989.16,Player18,Player16,1.06,10.88,-18.02,6.12
Away,PASS,,2,49,2989.96,2990.96,Player16,Player18,-18.02,6.12,-4.24,-0.0
Away,PASS,,2,49,2994.12,2997.0,Player18,Player15,-4.24,-2.72,-6.36,-31.96
Away,PASS,,2,49,2998.36,2999.16,Player15,Player19,-2.12,-34.0,6.36,-25.16
Away,PASS,,2,49,2999.16,2999.92,Player19,Player17,6.36,-25.16,7.42,-34.0
Away,PASS,,2,50,3000.88,3001.68,Player17,Player19,6.36,-31.96,2.12,-26.52
Away,PASS,,2,50,3004.04,3007.04,Player19,Player24,4.24,-21.76,29.68,-13.6
Away,PASS,,2,50,3009.28,3010.48,Player23,Player19,38.16,-12.24,27.56,-4.76
Away,SHOT,ON TARGET-SAVED,2,50,3010.48,3011.36,Player19,,27.56,-4.76,51.94,1.36
Home,RECOVERY,SAVED,2,50,3011.28,3011.28,Player11,,50.88,0.68,,
Home,PASS,,2,50,3013.72,3015.2,Player11,Player12,47.7,1.36,22.26,5.44
Home,PASS,,2,50,3015.2,3015.84,Player12,Player5,22.26,5.44,16.96,12.24
Home,PASS,,2,50,3018.96,3020.28,Player5,Player7,5.3,29.24,15.9,26.52
Home,PASS,,2,50,3021.48,3022.28,Player7,Player12,12.72,29.92,8.48,21.08
Home,PASS,,2,50,3023.92,3025.72,Player12,Player6,8.48,17.0,13.78,-1.36
Home,PASS,,2,50,3026.88,3028.68,Player6,Player4,13.78,-3.4,1.06,-19.04
Home,PASS,,2,50,3030.4,3031.4,Player4,Player8,-5.3,-21.76,-13.78,-32.64
Home,PASS,,2,50,3034.36,3035.36,Player8,Player6,-14.84,-28.56,-6.36,-20.4
Home,PASS,,2,50,3037.08,3037.96,Player6,Player12,-7.42,-17.68,-9.54,-5.44
Home,PASS,,2,50,3037.96,3038.72,Player12,Player6,-9.54,-5.44,-8.48,-14.28
Home,PASS,,2,50,3042.2,3045.2,Player6,Player7,-14.84,-7.48,-11.66,26.52
Home,PASS,,2,50,3047.36,3047.88,Player7,Player5,-19.08,28.56,-24.38,31.96
Home,PASS,,2,50,3048.68,3049.48,Player5,Player10,-23.32,29.24,-21.2,20.4
Home,PASS,,2,50,3049.48,3051.0,Player10,Player7,-21.2,20.4,-38.16,28.56
Home,BALL LOST,CROSS-INTERCEPTION,2,50,3051.68,3051.92,Player7,,-42.4,27.2,-45.58,23.12
Away,RECOVERY,INTERCEPTION,2,50,3052.04,3052.04,Player20,,-44.52,23.8,,
Away,BALL OUT,,2,50,3052.04,3053.64,Player20,,-44.52,23.8,-57.24,21.08
Home,SET PIECE,CORNER KICK,2,51,3080.44,3080.44,Player6,,,,,
Home,PASS,,2,51,3080.44,3081.92,Player6,Player12,-50.88,33.32,-46.64,6.12
Home,CHALLENGE,AERIAL-WON,2,51,3081.92,3081.92,Player12,,-46.64,6.12,,
Home,SHOT,HEAD-WOODWORK-OUT,2,51,3081.92,3082.84,Player12,,-46.64,6.12,-55.12,2.72
Away,RECOVERY,,2,51,3100.4,3100.4,Player25,,-48.76,1.36,,
Home,RECOVERY,,2,51,3103.24,3103.24,Player8,,-3.18,-25.84,,
Home,BALL LOST,HEAD,2,51,3103.24,3105.0,Player8,,-3.18,-25.84,-10.6,-13.6
Away,BALL LOST,GOAL KICK,2,51,3103.28,3103.28,Player25,,-47.7,3.4,-6.36,-21.76
Away,RECOVERY,,2,51,3105.04,3105.04,Player19,,-9.54,-17.0,,
Away,BALL LOST,,2,51,3105.04,3109.12,Player19,,-9.54,-17.0,40.28,-10.2
Home,RECOVERY,,2,51,3110.32,3110.32,Player11,,45.58,-12.92,,
Home,PASS,,2,51,3117.08,3118.76,Player11,Player4,42.4,-6.8,26.5,-28.56
Home,PASS,,2,51,3119.84,3121.52,Player4,Player3,26.5,-29.24,38.16,-18.36
Home,PASS,,2,52,3123.08,3125.88,Player3,Player7,39.22,-16.32,15.9,25.16
Home,PASS,,2,52,3128.32,3129.52,Player7,Player12,4.24,27.2,3.18,15.64
Home,CHALLENGE,TACKLE-WON,2,52,3130.6,3130.6,Player12,,-1.06,15.64,,
Away,CHALLENGE,TACKLE-FAULT-WON,2,52,3132.76,3132.76,Player24,,-1.06,10.2,,
Home,CHALLENGE,TACKLE-FAULT-LOST,2,52,3132.84,3132.84,Player12,,-1.06,10.2,,
Home,BALL LOST,,2,52,3132.84,3132.84,Player12,,-1.06,10.2,,
Away,SET PIECE,FREE KICK,2,52,3143.76,3143.76,Player21,,,,,
Away,PASS,,2,52,3143.76,3145.8,Player21,Player20,2.12,7.48,0.0,17.0
Away,PASS,,2,52,3145.8,3146.96,Player20,Player22,0.0,17.0,6.36,25.84
Away,PASS,,2,52,3149.28,3150.8,Player22,Player16,6.36,23.8,-9.54,7.48
Away,PASS,,2,52,3151.88,3153.48,Player16,Player15,-9.54,6.12,-5.3,-20.4
Away,PASS,,2,52,3158.0,3161.48,Player15,Player22,3.18,-20.4,11.66,27.2
Away,PASS,,2,52,3164.04,3164.44,Player22,Player20,5.3,25.16,-1.06,17.68
Away,PASS,,2,52,3168.36,3168.96,Player20,Player21,-1.06,15.64,3.18,8.84
Away,PASS,,2,52,3168.96,3170.28,Player21,Player16,3.18,8.84,-9.54,4.08
Away,BALL OUT,,2,52,3172.2,3175.8,Player16,,-9.54,2.04,36.04,-35.36
Home,SET PIECE,THROW IN,2,53,3187.08,3187.08,Player4,,,,,
Home,PASS,,2,53,3187.08,3187.96,Player4,Player6,36.04,-34.68,28.62,-29.92
Home,PASS,,2,53,3187.96,3188.96,Player6,Player4,28.62,-29.92,37.1,-32.64
Home,BALL LOST,INTERCEPTION,2,53,3188.96,3191.2,Player4,,37.1,-32.64,10.6,-10.88
Away,CHALLENGE,AERIAL-WON,2,53,3191.24,3191.24,Player15,,11.66,-17.68,,
Away,RECOVERY,INTERCEPTION,2,53,3191.24,3191.24,Player15,,11.66,-17.68,,
Away,BALL LOST,HEAD,2,53,3191.24,3193.16,Player15,,11.66,-17.68,16.96,12.92
Home,RECOVERY,,2,53,3193.24,3193.24,Player5,,16.96,6.12,,
Home,PASS,,2,53,3194.76,3195.76,Player5,Player7,21.2,8.84,20.14,23.12
Home,PASS,,2,53,3195.76,3198.04,Player7,Player2,20.14,23.12,36.04,14.28
Home,PASS,,2,53,3200.0,3201.16,Player2,Player7,36.04,17.0,28.62,29.92
Home,PASS,,2,53,3202.8,3203.28,Player7,Player12,29.68,29.92,27.56,21.08
Home,CHALLENGE,TACKLE-WON,2,53,3203.4,3203.4,Player12,,27.56,21.08,,
Away,CHALLENGE,TACKLE-LOST,2,53,3203.6,3203.6,Player19,,26.5,22.44,,
Home,PASS,,2,53,3206.64,3207.84,Player12,Player10,14.84,19.04,-1.06,14.28
Home,CHALLENGE,GROUND-WON,2,53,3208.8,3208.8,Player10,,-5.3,12.92,,
Home,PASS,,2,53,3213.64,3214.92,Player10,Player5,-26.5,-4.08,-29.68,11.56
Home,BALL LOST,INTERCEPTION,2,53,3216.08,3217.48,Player5,,-30.74,7.48,-43.46,6.8
Away,RECOVERY,INTERCEPTION,2,53,3217.32,3217.32,Player16,,-40.28,5.44,,
Away,BALL LOST,,2,53,3217.32,3219.64,Player16,,-40.28,5.44,-12.72,14.96
Home,RECOVERY,,2,53,3219.64,3219.64,Player7,,-14.84,14.96,,
Home,PASS,,2,53,3221.72,3224.04,Player7,Player10,-15.9,15.64,-30.74,29.92
Home,PASS,,2,53,3225.24,3226.92,Player10,Player7,-30.74,29.92,-22.26,25.84
Home,PASS,,2,53,3228.12,3229.72,Player7,Player2,-21.2,25.84,-2.12,19.72
Home,PASS,,2,53,3230.84,3232.04,Player2,Player3,1.06,17.68,6.36,-4.08
Home,PASS,,2,53,3234.28,3234.96,Player3,Player6,3.18,-12.24,-3.18,-10.2
Home,PASS,,2,53,3236.68,3237.68,Player6,Player8,-7.42,-14.28,-14.84,-18.36
Home,PASS,,2,53,3238.88,3240.2,Player8,Player4,-18.02,-20.4,-23.32,-34.0
Home,PASS,,2,54,3244.88,3246.64,Player4,Player8,-31.8,-18.36,-37.1,-28.56
Home,PASS,,2,54,3247.76,3249.44,Player8,Player6,-36.04,-29.24,-18.02,-23.8
Home,PASS,,2,54,3250.48,3253.08,Player6,Player2,-13.78,-23.8,4.24,4.08
Home,PASS,,2,54,3253.08,3254.68,Player2,Player7,4.24,4.08,-2.12,21.76
Home,PASS,,2,54,3256.96,3258.36,Player7,Player10,-3.18,22.44,-19.08,14.28
Home,PASS,,2,54,3258.36,3259.52,Player10,Player5,-19.08,14.28,-16.96,31.28
Home,PASS,,2,54,3259.52,3262.04,Player5,Player10,-16.96,31.28,-37.1,24.48
Home,BALL LOST,CROSS-INTERCEPTION,2,54,3262.04,3262.92,Player10,,-37.1,24.48,-44.52,4.08
Away,RECOVERY,INTERCEPTION,2,54,3263.0,3263.0,Player15,,-41.34,3.4,,
Away,BALL OUT,CLEARANCE,2,54,3263.0,3263.8,Player15,,-41.34,3.4,-55.12,4.76
Home,SET PIECE,CORNER KICK,2,54,3295.76,3295.76,Player6,,,,,
Home,PASS,,2,54,3295.76,3298.8,Player6,Player5,-50.88,33.32,-40.28,-15.64
Home,PASS,,2,54,3298.8,3299.08,Player5,Player2,-40.28,-15.64,-41.34,-11.56
Home,BALL LOST,INTERCEPTION,2,54,3299.08,3301.04,Player2,,-41.34,-11.56,-46.64,-8.16
Away,CHALLENGE,AERIAL-FAULT-WON,2,55,3300.88,3300.88,Player17,,-45.58,-8.84,,
Home,CHALLENGE,AERIAL-FAULT-LOST,2,55,3301.04,3301.04,Player8,,-46.64,-8.84,,
Away,SET PIECE,FREE KICK,2,55,3315.2,3315.2,Player25,,,,,
Away,PASS,,2,55,3315.2,3316.32,Player25,Player15,-42.4,-11.56,-33.92,-21.76
Away,PASS,,2,55,3318.2,3320.0,Player15,Player16,-32.86,-19.72,-33.92,-1.36
Away,PASS,,2,55,3320.0,3321.64,Player16,Player15,-33.92,-1.36,-29.68,-20.4
Away,PASS,,2,55,3321.64,3322.8,Player15,Player21,-29.68,-20.4,-21.2,-17.68
Away,PASS,,2,55,3326.96,3327.56,Player21,Player23,-6.36,-19.72,5.3,-12.92
Away,PASS,,2,55,3328.6,3329.32,Player23,Player19,7.42,-12.92,11.66,-21.76
Away,CHALLENGE,TACKLE-WON,2,55,3330.48,3330.48,Player19,,14.84,-21.76,,
Away,PASS,,2,55,3332.24,3333.12,Player19,Player21,15.9,-21.76,8.48,-18.36
Away,PASS,,2,55,3337.0,3338.2,Player21,Player18,15.9,-2.72,14.84,12.24
Away,PASS,,2,55,3339.4,3340.4,Player18,Player22,16.96,15.64,23.32,29.92
Away,PASS,,2,55,3343.0,3344.0,Player22,Player21,22.26,23.8,16.96,18.36
Away,PASS,,2,55,3347.36,3348.16,Player21,Player20,14.84,17.0,4.24,17.0
Away,PASS,,2,55,3349.32,3350.72,Player20,Player16,0.0,17.68,-4.24,2.72
Away,PASS,,2,55,3352.92,3353.8,Player16,Player24,1.06,1.36,18.02,4.08
Away,PASS,,2,55,3354.48,3355.28,Player24,Player19,19.08,2.04,18.02,-9.52
Away,PASS,,2,55,3356.04,3358.04,Player19,Player17,18.02,-9.52,37.1,-30.6
Away,BALL LOST,CROSS-INTERCEPTION,2,55,3358.04,3359.28,Player17,,37.1,-30.6,43.46,-7.48
Home,CHALLENGE,AERIAL-WON,2,55,3359.24,3359.24,Player3,,43.46,-6.8,,
Home,RECOVERY,INTERCEPTION,2,55,3359.24,3359.24,Player3,,43.46,-6.8,,
Home,PASS,HEAD-CLEARANCE,2,55,3359.24,3362.12,Player3,Player8,43.46,-6.8,27.56,-19.72
Away,CHALLENGE,AERIAL-LOST,2,55,3359.28,3359.28,Player24,,43.46,-5.44,,
Away,CHALLENGE,AERIAL-FAULT-LOST,2,56,3362.0,3362.0,Player19,,27.56,-18.36,,
Home,CHALLENGE,AERIAL-FAULT-WON,2,56,3362.12,3362.12,Player8,,27.56,-19.72,,
Home,FAULT RECEIVED,,2,56,3362.12,3362.12,Player8,,27.56,-19.72,,
Home,SET PIECE,FREE KICK,2,56,3375.96,3375.96,Player11,,,,,
Home,PASS,,2,56,3375.96,3377.64,Player11,Player4,37.1,-10.2,24.38,-25.84
Home,PASS,,2,56,3379.28,3380.36,Player4,Player9,21.2,-26.52,3.18,-17.68
Home,PASS,,2,56,3380.36,3381.16,Player9,Player12,3.18,-17.68,11.66,-20.4
Home,PASS,,2,56,3381.68,3382.48,Player12,Player6,11.66,-19.72,12.72,-8.84
Home,PASS,,2,56,3382.48,3384.4,Player6,Player3,12.72,-8.84,24.38,-12.24
Home,PASS,,2,56,3385.88,3389.08,Player3,Player7,25.44,-8.84,22.26,27.88
Home,PASS,,2,56,3389.96,3391.68,Player7,Player2,22.26,28.56,29.68,18.36
Home,PASS,,2,56,3391.96,3392.96,Player2,Player6,29.68,18.36,22.26,13.6
Home,PASS,,2,56,3392.96,3394.28,Player6,Player7,22.26,13.6,20.14,30.6
Away,CHALLENGE,TACKLE-WON,2,56,3396.8,3396.8,Player18,,12.72,31.28,,
Away,RECOVERY,THEFT,2,56,3396.8,3396.8,Player18,,12.72,31.28,,
Away,BALL OUT,,2,56,3396.8,3397.68,Player18,,12.72,31.28,12.72,36.04
Home,CHALLENGE,TACKLE-LOST,2,56,3396.96,3396.96,Player7,,12.72,31.96,,
Home,BALL LOST,THEFT,2,56,3396.96,3396.96,Player7,,12.72,31.96,,
Home,SET PIECE,THROW IN,2,57,3435.28,3435.28,Player7,,,,,
Home,PASS,,2,57,3435.28,3436.32,Player7,Player10,3.18,33.32,-5.3,29.24
Home,PASS,,2,57,3436.32,3437.16,Player10,Player7,-5.3,29.24,3.18,31.96
Home,PASS,,2,57,3438.0,3439.2,Player7,Player2,4.24,31.28,16.96,28.56
Home,BALL LOST,,2,57,3439.2,3441.2,Player2,,16.96,28.56,-10.6,15.64
Away,RECOVERY,INTERCEPTION,2,57,3441.2,3441.2,Player16,,-10.6,14.28,,
Away,BALL LOST,,2,57,3441.2,3442.4,Player16,,-10.6,14.28,6.36,14.96
Home,RECOVERY,,2,57,3442.44,3442.44,Player6,,6.36,15.64,,
Home,BALL LOST,,2,57,3442.44,3443.72,Player6,,6.36,15.64,6.36,24.48
Away,RECOVERY,,2,57,3443.64,3443.64,Player22,,4.24,25.16,,
Away,PASS,,2,57,3443.64,3444.4,Player22,Player21,4.24,25.16,3.18,17.68
Away,PASS,,2,57,3448.64,3450.64,Player21,Player17,9.54,4.08,18.02,-29.24
Away,PASS,,2,57,3452.24,3454.16,Player17,Player21,20.14,-30.6,13.78,-7.48
Away,PASS,,2,57,3459.52,3460.92,Player21,Player22,19.08,13.6,26.5,30.6
Away,PASS,,2,57,3465.24,3465.92,Player22,Player21,26.5,26.52,22.26,17.0
Away,PASS,,2,57,3468.12,3471.04,Player21,Player17,20.14,12.24,34.98,-30.6
Away,BALL LOST,CROSS-INTERCEPTION,2,57,3472.32,3473.72,Player17,,36.04,-31.28,47.7,-10.2
Home,RECOVERY,INTERCEPTION,2,57,3473.68,3473.68,Player3,,46.64,-12.24,,
Home,BALL OUT,,2,57,3473.68,3477.36,Player3,,46.64,-12.24,54.06,-29.24
Away,SET PIECE,CORNER KICK,2,58,3496.44,3496.44,Player19,,,,,
Away,BALL LOST,INTERCEPTION,2,58,3496.44,3498.8,Player19,,48.76,-31.96,50.88,1.36
Home,RECOVERY,INTERCEPTION,2,58,3498.8,3498.8,Player5,,49.82,1.36,,
Home,BALL OUT,WOODWORK-GOAL,2,58,3498.8,3499.4,Player5,,49.82,1.36,54.06,-2.72
Home,SET PIECE,KICK OFF,2,59,3551.68,3551.68,Player10,,,,,
Home,PASS,,2,59,3551.68,3552.8,Player10,Player12,-1.06,-0.0,6.36,6.12
Home,PASS,,2,59,3552.8,3553.88,Player12,Player6,6.36,6.12,6.36,-3.4
Away,CHALLENGE,GROUND-FAULT-LOST,2,59,3555.44,3555.44,Player24,,5.3,-4.76,,
Home,CHALLENGE,TACKLE-FAULT-WON,2,59,3556.48,3556.48,Player6,,6.36,-2.72,,
Home,FAULT RECEIVED,,2,59,3556.48,3556.48,Player6,,6.36,-2.72,,
Home,SET PIECE,FREE KICK,2,59,3570.8,3570.8,Player6,,,,,
Home,PASS,,2,59,3570.8,3572.8,Player6,Player7,4.24,-2.72,-5.3,30.6
Home,PASS,,2,59,3573.96,3575.08,Player7,Player12,-7.42,29.92,-5.3,18.36
Home,PASS,,2,59,3579.44,3580.84,Player12,Player7,-25.44,17.0,-31.8,31.28
Home,PASS,,2,59,3584.88,3586.08,Player7,Player5,-40.28,31.28,-42.4,17.68
Home,PASS,,2,59,3587.64,3589.04,Player5,Player7,-44.52,21.76,-34.98,28.56
Home,PASS,,2,59,3589.04,3590.32,Player7,Player2,-34.98,28.56,-20.14,22.44
Home,BALL LOST,CROSS-INTERCEPTION,2,59,3592.08,3593.4,Player2,,-26.5,23.12,-45.58,6.12
Away,RECOVERY,INTERCEPTION,2,59,3593.28,3593.28,Player16,,-44.52,3.4,,
Away,BALL LOST,HEAD-CLEARANCE,2,59,3593.28,3594.84,Player16,,-44.52,3.4,-36.04,21.76
Home,RECOVERY,,2,59,3595.0,3595.0,Player5,,-36.04,21.76,,
Home,PASS,HEAD,2,59,3595.0,3596.0,Player5,Player10,-36.04,21.76,-33.92,10.88
Home,PASS,,2,59,3598.2,3598.68,Player10,Player5,-34.98,12.24,-37.1,16.32
Home,PASS,,2,59,3599.12,3600.2,Player5,Player10,-37.1,16.32,-44.52,12.92
Home,SHOT,ON TARGET-GOAL,2,60,3600.2,3601.04,Player10,,-44.52,12.92,-53.0,-2.72
Away,SET PIECE,KICK OFF,2,61,3668.2,3668.2,Player19,,,,,
Away,PASS,,2,61,3668.2,3669.24,Player19,Player21,0.0,-0.68,-8.48,1.36
Away,PASS,,2,61,3672.6,3674.28,Player21,Player17,-4.24,-4.08,1.06,-30.6
Away,PASS,,2,61,3675.4,3676.32,Player17,Player15,-2.12,-29.24,-13.78,-23.12
Away,BALL LOST,INTERCEPTION,2,61,3676.32,3678.32,Player15,,-13.78,-23.12,-2.12,4.08
Home,RECOVERY,,2,61,3678.08,3678.08,Player5,,-1.06,2.72,,
Home,PASS,,2,61,3679.8,3680.8,Player5,Player8,-8.48,-6.12,-24.38,-20.4
Home,CHALLENGE,TACKLE-WON,2,61,3682.88,3682.88,Player8,,-39.22,-20.4,,
Home,BALL OUT,,2,61,3682.88,3685.48,Player8,,-39.22,-20.4,-54.06,-21.08
Away,CHALLENGE,TACKLE-LOST,2,61,3682.92,3682.92,Player15,,-40.28,-19.04,,
Away,RECOVERY,,2,61,3703.12,3703.12,Player25,,-47.7,-1.36,,
Away,PASS,GOAL KICK,2,61,3703.12,3705.92,Player25,Player19,-47.7,-1.36,-1.06,-21.08
Away,BALL LOST,,2,61,3705.92,3707.08,Player19,,-1.06,-21.08,5.3,-26.52
Home,RECOVERY,,2,61,3707.04,3707.04,Player4,,5.3,-28.56,,
Home,BALL LOST,INTERCEPTION,2,61,3707.04,3707.8,Player4,,5.3,-28.56,2.12,-24.48
Away,RECOVERY,INTERCEPTION,2,61,3707.44,3707.44,Player19,,1.06,-27.2,,
Away,BALL LOST,INTERCEPTION,2,61,3708.12,3708.28,Player19,,2.12,-29.92,7.42,-25.84
Home,CHALLENGE,TACKLE-WON,2,61,3708.36,3708.36,Player4,,4.24,-30.6,,
Home,RECOVERY,THEFT,2,61,3708.36,3708.36,Player4,,4.24,-30.6,,
Home,BALL LOST,,2,61,3708.36,3709.96,Player4,,4.24,-30.6,1.06,-25.84
Away,RECOVERY,,2,61,3709.96,3709.96,Player17,,-1.06,-29.92,,
Away,BALL LOST,INTERCEPTION,2,61,3709.96,3712.92,Player17,,-1.06,-29.92,38.16,-22.44
Home,CHALLENGE,GROUND-WON,2,61,3712.88,3712.88,Player3,,36.04,-23.8,,
Home,RECOVERY,INTERCEPTION,2,61,3712.88,3712.88,Player3,,36.04,-23.8,,
Away,CHALLENGE,GROUND-LOST,2,61,3712.92,3712.92,Player24,,36.04,-23.8,,
Home,PASS,,2,61,3713.28,3715.08,Player3,Player11,38.16,-23.12,48.76,-4.76
Away,CHALLENGE,TACKLE-FAULT-LOST,2,61,3713.56,3713.56,Player24,,40.28,-22.44,,
Home,BALL LOST,FORCED,2,61,3715.08,3717.92,Player11,,48.76,-4.76,2.12,-14.96
Home,SET PIECE,FREE KICK,2,62,3742.68,3742.68,Player11,,,,,
Home,BALL LOST,INTERCEPTION,2,62,3742.68,3746.8,Player11,,39.22,-21.08,-18.02,2.04
Home,CHALLENGE,AERIAL-LOST,2,62,3746.8,3746.8,Player9,,-15.9,-3.4,,
Away,CHALLENGE,AERIAL-WON,2,62,3746.88,3746.88,Player16,,-16.96,-3.4,,
Away,RECOVERY,INTERCEPTION,2,62,3746.88,3746.88,Player16,,-16.96,-3.4,,
Away,BALL LOST,HEAD,2,62,3746.88,3748.76,Player16,,-16.96,-3.4,-9.54,-6.8
Home,RECOVERY,,2,62,3748.64,3748.64,Player12,,-6.36,-6.8,,
Home,PASS,,2,62,3748.64,3749.88,Player12,Player10,-6.36,-6.8,-15.9,4.08
Home,BALL LOST,DEEP BALL,2,62,3751.0,3753.56,Player10,,-16.96,3.4,-45.58,2.72
Away,RECOVERY,,2,62,3753.56,3753.56,Player25,,-46.64,3.4,,
Away,PASS,,2,62,3755.84,3758.04,Player25,Player19,-42.4,5.44,-14.84,-20.4
Away,PASS,,2,62,3765.2,3766.4,Player19,Player17,10.6,-24.48,3.18,-29.92
Away,PASS,,2,62,3767.08,3768.6,Player17,Player19,3.18,-29.92,14.84,-31.96
Away,PASS,,2,62,3774.0,3774.92,Player19,Player21,13.78,-29.92,11.66,-15.64
Away,PASS,,2,62,3775.64,3777.36,Player21,Player16,11.66,-14.28,0.0,-0.68
Away,PASS,,2,63,3780.08,3780.96,Player16,Player20,6.36,5.44,7.42,16.32
